sentence_id,sentence,source_title,year,venue,citation_count,fields,climate_score,entities,relations,annotated
s0172_01523,The uncertainty analysis used Monte Carlo simulation techniques using known inaccuracy of land cover classification and variation in carbon stocks assessment per land cover type.,Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",1,,,False
s0524_04778,"Abstract The availability of output from climate model ensembles, such as phases 3 and 5 of the Coupled Model Intercomparison Project (CMIP3 and CMIP5), has greatly expanded information about future projections, but there is no accepted blueprint for how this data should be utilized.",Interpreting climate model projections of extreme weather events,2014.0,,50,"Environmental Science, Geography, Environmental Science",1,,,False
s0342_03106,For this reason it follows that the mixing ratio will increase with temperature broadly following the ClausiusClapeyron relation (Pierrehumbert et al 2007).,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0086_00740,Here we report trends of surface melt onset date (MOD) and total melt days (TMD) by combining multiple resolution-enhanced active and passive microwave satellite datasets and analyze the TMD correlations with local temperature and regional sea ice extent.,Recent ice cap snowmelt in Russian High Arctic and anti-correlation with late summer sea ice extent,2014.0,,22,"Physics, Environmental Science, Environmental Science",1,,,False
s0538_04892,"We examined the public health policy implications for adaptation to climate change in the region, and proposed public health adaptation policy options.",Climate change and health in Israel: adaptation policies for extreme weather events,2013.0,Israel Journal of Health Policy Research,19,"Medicine, Environmental Science, Medicine, Political Science",1,,,False
s0045_00405,A better understanding of the impact of global climate change requires information on the locations and characteristics of populations affected.,Uncertainties in Measuring Populations Potentially Impacted by Sea Level Rise and Coastal Flooding,2012.0,PLoS ONE,70,"Medicine, Biology, Environmental Science, Geography",1,,,False
s0078_00666,"It was found that on the Antarctic plateau, slope, and coast, the geothermal heat flux has the greatest influence on the basal conditions.",On the factors and the degree of their effect on subglacial melt and changes in the state of Antarctic subglacial lakes,2024.0,"Arctic, Antarctic, and Alpine Research",0,Environmental Science,1,,,False
s0083_00719,"The interactions between the flow and the sill geometry suggest a negative feedback, which reduces the sensitivity of the basal melt rate to variations of Atlantic Water temperature.",Ice-ocean interactions on Ryder Glacier in North Greenland ,2021.0,,0,"Geology, Environmental Science, Geology",1,,,False
s0014_00126,"The results are represented as risk maps with different hazard levels gathering inundation depth and speed, providing a clear evidence of the impacts of the sea level rise combined with extreme wave events.",Coastal Flooding in the Maldives Induced by Mean Sea-Level Rise and Wind-Waves: From Global to Local Coastal Modelling,2021.0,Frontiers in Marine Science,26,"Environmental Science, Geography",1,,,False
s0301_02705,"Several tools (e.g. fire spread models, imputed forest inventory models, and forest growth simulators) exist to address one or more of the aforementioned items and can help inform management strategies that reduce forest carbon risk, maintain long-term stability of forest carbon, and further explore challenges, uncertainties, and opportunities for evaluating the continued potential of, and threats to, forests as viable mechanisms for forest carbon storage, including carbon offsets.","Carbon, climate, and natural disturbance: a review of mechanisms, challenges, and tools for understanding forest carbon stability in an uncertain future",2024.0,Carbon Balance and Management,23,"Medicine, Environmental Science",1,,,False
s0026_00245,PMST is a threshold that captures nonlinear interactions between extreme sea level components and their coevolution over time.,Nonlinear Interactions of Sea‐Level Rise and Storm Tide Alter Extreme Coastal Water Levels: How and Why?,2024.0,AGU Advances,22,Environmental Science,1,,,False
s0256_02317,Results suggested widespread future R&R decreases (24%-34% of the 1.16 million km2 study area) that are generally consistent among climate models.,"Declining ecological resilience and invasion resistance under climate change in the sagebrush region, United States.",2024.0,Ecological Applications,2,"Medicine, Environmental Science",1,,,False
s0482_04433,"Gas inputs into taliks may have several sources: microbially-mediated recycling of organic matter, dissociation of intrapermafrost gas hydrates, and migration of subpermafrost and deep gases through permeable zones in a deformed crust.",Conceptual Models of Gas Accumulation in the Shallow Permafrost of Northern West Siberia and Conditions for Explosive Gas Emissions,2020.0,Géosciences,23,"Geology, Environmental Science, Geology",1,,,False
s0572_05204,Endogenous uncertainties in longterm model projections of future carbon stocks and fluxes were greatly reduced by the use of aggregated flux budgets in conjunction with ancillary data sets.,"Using model‐data fusion to interpret past trends, and quantify uncertainties in future projections, of terrestrial ecosystem carbon cycling",2012.0,,188,"Environmental Science, Environmental Science",1,,,False
s0319_02878,There has been a feedback loop between agricultural intensification and climate change.,Agricultural Intensification in South Asia and Its Contribution to Greenhouse Gas Emission: A Review,2011.0,"Asian Journal of Water, Environment and Pollution",5,"Environmental Science, Environmental Science, Agricultural and Food Sciences",1,,,False
s0591_05365,"However, our understanding of the complex relationships between soil biodiversity and C cycling processes is currently limited by the sheer number of methodological concerns associated with these studies, which can greatly overestimate or underestimate the impact of soil biodiversity on soil C cycling, challenging extrapolation to natural field settings.",A meta-analysis of soil biodiversity impacts on the carbon cycle,2014.0,,107,"Environmental Science, Environmental Science",1,,,False
s0562_05121,This contrasts with previous results with other global models that have shown an 8 to 37% decrease in carbon uptake relative to modern baseline conditions.,Nitrogen feedbacks increase future terrestrial ecosystem carbon uptake in an individual-based dynamic vegetation model,2014.0,,74,"Environmental Science, Environmental Science, Biology",1,,,False
s0147_01282,We recommend this approach to reduce the uncertainty associated with deforestation forecasts.,Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0342_03109,"In that sense, water vapour should be seen as a part of the response of the climate system to external forcing.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0386_03554,Conservation planning research has focused largely on where to prioritize protected areas to achieve the greatest representation of species at viable levels.,Parks versus payments: reconciling divergent policy responses to biodiversity loss and climate change from tropical deforestation,2013.0,,22,"Physics, Geography, Environmental Science, Economics, Political Science",1,,,False
s0365_03345,"Implementation of the ERP rapidly and at scale through many widely dispersed local actions focused on regions of high freshwater biodiversity and intense threat, together with an intensification of exsitu conservation efforts, will be necessary to preserve native freshwater biodiversity during an increasingly uncertain climatic future in which poorly understood, emergent and interacting threats have become more influential.",Bending the curve of global freshwater biodiversity loss: what are the prospects?,2024.0,Biological Reviews of The Cambridge Philosophical Society,61,"Medicine, Environmental Science",1,,,False
s0213_01923,"Critically, transplantation had no influence on coral heat stress responses, indicating that this trait was relatively fixed.",Coral bleaching response is unaltered following acclimatization to reefs with distinct environmental conditions,2021.0,Proceedings of the National Academy of Sciences of the United States of America,54,"Medicine, Environmental Science",1,,,False
s0473_04352,Interannual variability in CH4 emissions was driven by wet conditions in graminoiddominated plots that generated >70% of emissions in a wet year.,Experimental Soil Warming and Permafrost Thaw Increase CH4 Emissions in an Upland Tundra Ecosystem,2021.0,Journal of Geophysical Research: Biogeosciences,8,Environmental Science,1,,,False
s0098_00824,"We compared lakes fed by glacier meltwater with hydrologically disconnected lakes, as well as ""mixed"" lakes that received water from both other lake types.",Glacier melt-down changes habitat characteristics and unique microbial community composition and physiology in Alpine lakes sediments.,2022.0,FEMS Microbiology Ecology,18,"Medicine, Environmental Science",1,,,False
s0420_03880,"In this study, systematic soil methane cycle geochemical monitoring was carried out in a typical gas hydrate region in the Qinghai-Tibet Plateau.",Sources of seasonal wetland methane emissions in permafrost regions of the Qinghai-Tibet Plateau,2020.0,Scientific Reports,13,"Environmental Science, Medicine, Environmental Science",1,,,False
s0204_01835,"We used a 40-year global dataset encompassing 23,288 coral-reef surveys at 11,058 sites in 88 countries, from 1980 to 2020.",Oceanic differences in coral-bleaching responses to marine heatwaves.,2023.0,Science of the Total Environment,43,"Medicine, Environmental Science",1,,,False
s0132_01140,The deforestation drivers differ in magnitude and distribution for different continents.,Deforestation Drivers Across the Tropics and Their Impacts on Carbon Stocks and Ecosystem Services,2023.0,Anthropocene Science,18,Environmental Science,1,,,False
s0478_04402,"Over the carbonates, soils are thin to nonexistent and wetlands are scarce.","Correction for Froitzheim et al., Methane release from carbonate rock formations in the Siberian permafrost area during and after the 2020 heat wave",2021.0,Proceedings of the National Academy of Sciences of the United States of America,0,"Medicine, Environmental Science, Geology",1,,,False
s0344_03142,"This paper uses a corpus-assisted discourse studies approach to analyse semantic transitivity patterns in how climate change mitigation and adaptation are discussed in two corpora of UK climate activist and parliamentary discourse, 20182020.","Cutting emissions, halting biodiversity loss: climate change solutions in the language of UK politicians and UK climate activists, 2018–2020",2025.0,Text &amp; Talk,0,"Environmental Science, Political Science, Linguistics",1,,,False
s0099_00834,The mean SLA was extracted using the Advanced Spaceborne Thermal Emission and Reflection Radiometer (ASTER) Global Digital Elevation Model (GDEM).,Arctic glacier snowline altitudes rise 150 m over the last 4 decades,2024.0,The Cryosphere,12,Environmental Science,1,,,False
s0058_00513,"The analysis is performed by assessing which synthetic storms contributed to inundation extent (the extent of inundation into the floodplain), coverage (the overall surface area of the inundated floodplain) and the spatially variable 0.2% flooding surface.",Coastal Flooding in Florida’s Big Bend Region with Application to Sea Level Rise Based on Synthetic Storms Analysis,2012.0,,36,"Geology, Environmental Science, Geography",1,,,False
s0147_01281,Our models showed better predictive ability than previous deforestation models (the figure of merit ranged from 10 to 23).,Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0520_04758,"Addressing the specific, local pre-existing vulnerabilities is vital to promoting population health resilience and strengthening adaptive capacity to extreme weather events and climate change in Cambodia.",Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change,2014.0,International Journal of Environmental Research and Public Health,83,"Geography, Medicine, Environmental Science, Medicine",1,,,False
s0045_00412,"The results highlight the need for the construction of spatial population datasets built on accurate, contemporary and detailed census data for use in climate change impact studies and the importance of acknowledging uncertainties inherent in existing spatial population datasets when estimating the demographic impacts of climate change.",Uncertainties in Measuring Populations Potentially Impacted by Sea Level Rise and Coastal Flooding,2012.0,PLoS ONE,70,"Medicine, Biology, Environmental Science, Geography",1,,,False
s0538_04886,"Climatic changes have increased the world-wide frequency of extreme weather events such as heat waves, cold spells, floods, storms and droughts.",Climate change and health in Israel: adaptation policies for extreme weather events,2013.0,Israel Journal of Health Policy Research,19,"Medicine, Environmental Science, Medicine, Political Science",1,,,False
s0520_04755,"Water-borne diseases are of particular concern in Cambodia, in the face of extreme weather events and climate change, due to, inter alia, a high pre-existing burden of diseases such as diarrhoeal illness and a lack of improved sanitation infrastructure in rural areas.",Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change,2014.0,International Journal of Environmental Research and Public Health,83,"Geography, Medicine, Environmental Science, Medicine",1,,,False
s0220_01984,Temporal variation in the proportion of coral colonies bleached may be attributable to differences in environmental conditions among years.,"Changes in Bleaching Susceptibility among Corals Subject to Ocean Warming and Recurrent Bleaching in Moorea, French Polynesia",2013.0,PLoS ONE,180,"Biology, Medicine, Environmental Science",1,,,False
s0384_03536,Biodiversity loss from energy withdrawal on managed land varies by a factor of two across the scenarios.,Scenarios for future biodiversity loss due to multiple drivers reveal conflict between mitigating climate change and preserving biodiversity,2013.0,,30,"Physics, Environmental Science, Environmental Science",1,,,False
s0520_04749,"Cambodia is prone to extreme weather events, especially floods, droughts and typhoons.",Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change,2014.0,International Journal of Environmental Research and Public Health,83,"Geography, Medicine, Environmental Science, Medicine",1,,,False
s0342_03071,"Most of the water from the Pacific Ocean recirculates between different parts of the Pacific itself, as and there is little net transport towards land.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0182_01624,"However, climate change is threatening to destabilize this symbiosis on a global scale.",Gene expression of Pocillopora damicornis coral larvae in response to acidification and ocean warming,2024.0,BMC Genomic Data,2,"Medicine, Environmental Science, Biology",1,,,False
s0414_03826,"When ground ice melts, surface subsidence produces thermokarst landforms that expand wetlands at the edges of permafrost plateaus.",Hydrology controls thermokarst and alters carbon cycling and methane emissions in peatlands near the southern limit of permafrost,2025.0,Environmental Research Letters,0,"Physics, Environmental Science",1,,,False
s0545_04955,"First, how do we formally combine attribution statements using highly conditional methods with probabilistic assessments of how climate change alters the likelihood and intensity of extreme weather events?",Attribution of Extreme Events to Climate Change,2023.0,Annual Review Environment and Resources,58,Environmental Science,1,,,False
s0447_04136,"The importance of our findings lies in the significant advancement toward unraveling the broader impact of methylotrophs in wetland methanogenesis and, consequently, their contribution to the terrestrial global carbon cycle.",Methylotrophy in the Mire: direct and indirect routes for methane production in thawing permafrost,2023.0,bioRxiv,25,"Biology, Medicine, Environmental Science, Biology",1,,,False
s0029_00262,The ability of reefs to protect coastlines from storm-driven flooding hinges on their capacity to keep pace with sea-level rise.,The potential for coral reef restoration to mitigate coastal flooding as sea levels rise,2023.0,Nature Communications,43,"Medicine, Environmental Science",1,,,False
s0172_01528,"Feasible measures for emission reduction in the district, derived from a participatory planning process, are compatible with the 1 km2 spatial resolution of performance measures.",Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",1,,,False
s0520_04750,Climate change is predicted to increase the frequency and intensity of such events.,Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change,2014.0,International Journal of Environmental Research and Public Health,83,"Geography, Medicine, Environmental Science, Medicine",1,,,False
s0147_01276,"Although population density has been recognized as a key factor in tropical deforestation, current methods of prediction do not allow the population explosion that is occurring in many tropical developing countries to be taken into account.",Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0390_03593,"These ecotone migration rates are 12.5 to 110 times slower than the observed species migration rates within the same forest, suggesting a barrier to migration for mid- and high-elevation species.",Four Decades of Andean Timberline Migration and Implications for Biodiversity Loss with Climate Change,2013.0,PLoS ONE,73,"Medicine, Geography, Environmental Science",1,,,False
s0086_00741,The glacier surface snowpack on SevZ melted significantly earlier (7.3 days/decade) from 1992 to 2012 and significantly longer (7.7 days/decade) from 1995 to 2011.,Recent ice cap snowmelt in Russian High Arctic and anti-correlation with late summer sea ice extent,2014.0,,22,"Physics, Environmental Science, Environmental Science",1,,,False
s0591_05355,"Despite the growing evidence of links between plant diversity and soil C cycling, there is a dearth of information on whether similar relationships exist between soil biodiversity and C cycling.",A meta-analysis of soil biodiversity impacts on the carbon cycle,2014.0,,107,"Environmental Science, Environmental Science",1,,,False
s0566_05155,"We constrain a process-oriented, forest ecosystem C cycle model with 17 different data streams from the Harvard Forest (Massachusetts, USA).",Rate my data: quantifying the value of ecological data for the development of models of the terrestrial carbon cycle.,2013.0,Ecological Applications,97,"Computer Science, Medicine, Environmental Science",1,,,False
s0342_03048,"Almost 50% of the absorbed solar radiation at the surface is used to cool the surface, through evaporation, and warm the atmosphere, through release of latent heat.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0159_01389,Rapid biomass collapse due to edge effects in forest fragments has been reported in the Brazilian Amazon; however the collective impacts of this process on Amazonian carbon fluxes are poorly understood.,Carbon emissions from deforestation and forest fragmentation in the Brazilian Amazon,2011.0,,66,"Physics, Environmental Science, Environmental Science",1,,,False
s0086_00743,The snowpack melt on NovZ is more sensitive to temperature fluctuations than SevZ in recent decades.,Recent ice cap snowmelt in Russian High Arctic and anti-correlation with late summer sea ice extent,2014.0,,22,"Physics, Environmental Science, Environmental Science",1,,,False
s0138_01203,"These results demonstrate the positive benefits of mangrove conservation on national carbon budgets, and we identify the nations where incorporating mangrove conservation into their Nationally Defined Contributions offers a particularly rewarding route toward meeting their Glasgow Agreement commitments.",Future Mangrove Carbon Storage Under Climate Change and Deforestation,2022.0,Frontiers in Marine Science,89,Environmental Science,1,,,False
s0193_01721,"Furthermore, the coral host mounted stronger transcriptional responses than symbionts.",Ocean acidification elicits differential bleaching and gene expression patterns in larval reef coral Pocillopora damicornis under heat stress.,2022.0,Science of the Total Environment,23,"Medicine, Environmental Science, Biology",1,,,False
s0301_02700,Forests consist of long-lived organisms (trees) that can store carbon for centuries or more.,"Carbon, climate, and natural disturbance: a review of mechanisms, challenges, and tools for understanding forest carbon stability in an uncertain future",2024.0,Carbon Balance and Management,23,"Medicine, Environmental Science",1,,,False
s0365_03346,"But implementation of the ERP must be accompanied by measures that will improve water, energy and food security for humans  without further compromising the condition of freshwater ecosystems.",Bending the curve of global freshwater biodiversity loss: what are the prospects?,2024.0,Biological Reviews of The Cambridge Philosophical Society,61,"Medicine, Environmental Science",1,,,False
s0151_01318,"Remarkably, the new data also suggest an overall net sink of about 0.7 Gt CO2 yr1 during 20112015, never reported before.",Carbon Emissions and Removals by Forests: New Estimates 1990–2020,2020.0,,25,Environmental Science,1,,,False
s0136_01179,"By contrast, carbon-rich peatland forest was unaffected by the moratorium.",Carbon emissions reductions from Indonesia’s moratorium on forest concessions are cost-effective yet contribute little to Paris pledges,2022.0,Proceedings of the National Academy of Sciences of the United States of America,37,"Medicine, Environmental Science, Economics",1,,,False
s0357_03264,"Semi-natural grasslands (in a broad sense, including meadows, pastures, lowland and upland heathlands and open wetlands) were associated with lower rates of biodiversity change, while their contribution to national-level biodiversity doubled over the long term.",Anthropogenic climate and land-use change drive short- and long-term biodiversity shifts across taxa,2024.0,Nature Ecology & Evolution,72,"Medicine, Environmental Science, Biology",1,,,False
s0242_02193,"While the occurrence of wildfires may still be rare today in many regions, we find that climatological trends are projected to increase wildfire potential for much of the globe, creating new risks for some, and raising the challenge for already wildfire-prone communities to effectively manage forests and protect people and critical resources.",A global assessment of wildfire potential under climate change utilizing Keetch-Byram drought index and land cover classifications,2021.0,,30,"Physics, Environmental Science, Environmental Science",1,,,False
s0014_00125,Regional waves are propagated toward the shoreline using a phase-resolving model and coastal inundation is simulated under different mean sea-level rise conditions of up to 1 m above present-day mean sea level.,Coastal Flooding in the Maldives Induced by Mean Sea-Level Rise and Wind-Waves: From Global to Local Coastal Modelling,2021.0,Frontiers in Marine Science,26,"Environmental Science, Geography",1,,,False
s0210_01891,"Taking an integrative approach across biological and spatial scales, using for example hierarchical models to estimate major coralreef processes, will not only rapidly advance coralreef science but will also provide necessary information to guide decisionmaking and conservation efforts.",Coral‐bleaching responses to climate change across biological scales,2022.0,Global Change Biology,121,"Medicine, Environmental Science, Biology",1,,,False
s0172_01521,"Our analysis of stakeholder perspectives explored (i) potential location and activities for lower emission development pathways, and (ii) perceived fair allocation of REDD+incentives.",Implications of uncertainty and scale in carbon emission estimates on locally appropriate designs to reduce emissions from deforestation and degradation (REDD+),2013.0,Mitigation and Adaptation Strategies for Global Change,25,"Environmental Science, Environmental Science, Economics",1,,,False
s0541_04926,"This paper briefly summarized these climate change research projects, focusing on the modeling methodologies and results, and attempted to use plain language to make the results more accessible and interesting to the broader informed audience.",Possible impacts of climate change on extreme weather events at local scale in south–central Canada,2012.0,Climatic Change,63,"Environmental Science, Environmental Science, Geography",1,,,False
s0260_02362,"To support this analysis, we derived and assessed key indices: the Normalized Difference Vegetation Index (NDVI), Normalized Difference Water Index (NDWI), and Normalized Difference Drought Index (NDDI).",Mapping Drought Incidents in the Mediterranean Region with Remote Sensing: A Step Toward Climate Adaptation,2025.0,Land,1,"Environmental Science, Geography",1,,,False
s0371_03402,"Largescale studies have estimated the extinction of ~1% of sampled species up to ~70%, even when using the same approach (species distribution models; SDMs).",How many species will Earth lose to climate change?,2024.0,Global Change Biology,82,"Medicine, Environmental Science",1,,,False
s0393_03617,"Understanding how these changes in species composition will affect future marine life is crucial for conservation management, especially due to increasing demands for marine natural resources.",Climate change disrupts core habitats of marine species,2023.0,Global Change Biology,69,"Medicine, Environmental Science, Biology",1,,,False
s0512_04687,"In addition, the planting of stress-tolerant crop varieties in areas that commonly experience unstable weather is promising to reduce the vulnerability of farms to climate-related risks.","Extreme weather events risk to crop-production and the adaptation of innovative management strategies to mitigate the risk: A retrospective survey of rural Punjab, Pakistan",2021.0,,370,"Environmental Science, Agricultural and Food Sciences, Environmental Science, Economics",1,,,False
s0239_02156,Regional projections of future BA are urgently required to update wildfire policies.,Wildfire Burnt Area and Associated Greenhouse Gas Emissions under Future Climate Change Scenarios in the Mediterranean: Developing a Robust Estimation Approach,2024.0,Fire,6,Environmental Science,1,,,False
s0260_02359,"On the other hand, droughts have a significant impact on various sectors, including ecology, agriculture, and the local economy.",Mapping Drought Incidents in the Mediterranean Region with Remote Sensing: A Step Toward Climate Adaptation,2025.0,Land,1,"Environmental Science, Geography",1,,,False
s0333_02982,"We highlight that volcanic forcing is especially important for understanding the timevariation, because it stimulates particularly strong feedbacks that tend to reduce effective climate sensitivity.",Time‐Evolving Radiative Feedbacks in the Historical Period,2023.0,Journal of Geophysical Research: Atmospheres,7,"Environmental Science, Physics",1,,,False
s0091_00775,"In the current report, an attempt is being made to measure glacier surface melt over a four-day period using UAV acquisitions and field measurements to improve India's scientific credentials in polar science.","Detecting short-term surface melt over Vestre Broggerbreen, Arctic glacier using indigenously developed unmanned air vehicles",2020.0,Geocarto International,6,"Geology, Environmental Science, Engineering",1,,,False
s0098_00829,Chemoheterotrophic processes were more abundant in glacier-fed compared to disconnected and mixed water lakes where photoautotrophic processes dominated.,Glacier melt-down changes habitat characteristics and unique microbial community composition and physiology in Alpine lakes sediments.,2022.0,FEMS Microbiology Ecology,18,"Medicine, Environmental Science",1,,,False
s0409_03781,"While climate change might be the most pressing environmental challenge and mitigation is clearly off-track, other issues rank higher because of climate change's high attention in research.",Global priorities of environmental issues to combat food insecurity and biodiversity loss.,2020.0,Science of the Total Environment,65,"Business, Medicine, Environmental Science",1,,,False
s0113_00963,"Consequently, SPHY outperformed SRM, likely attributable to SPHYs ability to discriminate between glacier, snow, and rainfall contributions to runoff during the ablation period.",Differentiating Snow and Glacier Melt Contribution to Runoff in the Gilgit River Basin via Degree-Day Modelling Approach,2020.0,Atmosphere,49,"Environmental Science, Environmental Science, Geography",1,,,False
s0502_04607,We find that most people support climate policies and link extreme weather events to climate change.,Extreme weather event attribution predicts climate policy support across the world,2025.0,Nature Climate Change,16,"Medicine, Environmental Science, Political Science",1,,,False
s0342_03078,"Conversely, in regions of net evaporation ocean salinity is increasing, leading to increased ocean vertical mixing.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0058_00511,"Flooding is examined by comparing maximum envelopes of water against the 0.2% (= 1-in-500-year return-period) flooding surface generated as part of revising the Federal Emergency Management Agencys flood insurance rate maps for Franklin, Wakulla, and Jefferson counties in Floridas Big Bend Region.",Coastal Flooding in Florida’s Big Bend Region with Application to Sea Level Rise Based on Synthetic Storms Analysis,2012.0,,36,"Geology, Environmental Science, Geography",1,,,False
s0386_03557,Conservation planning can achieve greater biodiversity benefits by adopting the concept of additionality from REDD+.,Parks versus payments: reconciling divergent policy responses to biodiversity loss and climate change from tropical deforestation,2013.0,,22,"Physics, Geography, Environmental Science, Economics, Political Science",1,,,False
s0342_03105,At any given time the saturation mixing ratio is determined by the temperature of the latest event of condensation.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0534_04861,The fossil fuel intensive scenario Representative Concentration Pathway (RCP) 8.5 was used to study a possible future mid-century climate extreme in 20579.,Projected changes of extreme weather events in the eastern United States based on a high resolution climate modeling system,2012.0,,188,"Physics, Environmental Science, Environmental Science",1,,,False
s0342_03112,"The absorption bands in the water vapour spectra are close to saturation, similar to those of CO2, with the absorption mainly occurring in the wings of the spectral bands.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0541_04922,"Because the climate/weather validation process is critical, a formal model result verification process has been built into each of these three steps.",Possible impacts of climate change on extreme weather events at local scale in south–central Canada,2012.0,Climatic Change,63,"Environmental Science, Environmental Science, Geography",1,,,False
s0342_03084,"This is especially the case over ocean areas where measurements from ships are notoriously poor as the collection of precipitation is strongly influenced by wind, including the local wind effect caused by the movements of the ship itself.",The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0520_04754,"A literature review of the health impacts of floods, droughts and typhoons in Cambodia was conducted, with regional and global information reviewed where Cambodia-specific literature was lacking.",Water-Borne Diseases and Extreme Weather Events in Cambodia: Review of Impacts and Implications of Climate Change,2014.0,International Journal of Environmental Research and Public Health,83,"Geography, Medicine, Environmental Science, Medicine",1,,,False
s0342_03114,This is how the effect of atmospheric water vapour is included in the code for the calculation of long-wave radiation in weather and climate models.,The global atmospheric water cycle,2010.0,,158,"Physics, Environmental Science, Environmental Science, Physics",1,,,False
s0147_01283,We also underline the risk of an increase in the speed of deforestation in the short term in tropical developing countries undergoing rapid population expansion.,Forecasting deforestation and carbon emissions in tropical developing countries facing demographic expansion: a case study in Madagascar,2013.0,Ecology and Evolution,77,"Biology, Medicine, Economics, Environmental Science",1,,,False
s0102_00861,Glacier melt behavior may conceal uncertainties that are actually derived from input data.,The influence of precipitation and temperature input schemes on hydrological simulations of a snow and glacier melt dominated basin in Northwest China,2013.0,,14,"Geology, Environmental Science",1,,,False
s0566_05157,"Results show the importance of some measurements commonly unavailable to carbon-cycle modelers, such as estimates of turnover times from different carbon pools.",Rate my data: quantifying the value of ecological data for the development of models of the terrestrial carbon cycle.,2013.0,Ecological Applications,97,"Computer Science, Medicine, Environmental Science",1,,,False
s0311_02804,"Enhanced decomposition from the newly exposed SOM accounts for the release of both CO2 (4.0 Pg C) and CH4 (0.03 Pg C), but is partially compensated by CO2 uptake (0.3 Pg C) associated with enhanced net primary production of vegetation.",The impacts of recent permafrost thaw on land–atmosphere greenhouse gas exchange,2014.0,,97,"Environmental Science, Physics, Environmental Science",1,,,False
s0576_05243,"New work across the network is now linking carbon cycling to nutrient cycling and plant functional traits, and subsequently to airborne remote sensing.",The Global Ecosystems Monitoring network: Monitoring ecosystem productivity and carbon cycling across the tropics,2021.0,Biological Conservation,85,"Environmental Science, Environmental Science",1,,,False
s0072_00627,"The sgardfonna ice cap in Svalbard did not melt entirely during the Holocene Thermal Maximum and possibly advanced despite the warmer-than-today climate, due to seasonal sea-ice loss enhanced snowfall, according to lake sediments records from glacial lakes fed by this ice cap.",Hydroclimate intensification likely aided glacier survival on Svalbard in the Early Holocene,2025.0,Communications Earth & Environment,9,"Environmental Science, Geology",1,,,False
s0493_04537,"We calculate these using previously collected information about the damages and losses associated with past floods and droughts, and estimates of the fraction of attributable risk that characterizes each event.",Climate change attribution and the economic costs of extreme weather events: a study on damages from extreme rainfall and drought,2020.0,Climatic Change,204,"Environmental Science, Environmental Science, Economics",1,,,False
s0496_04564,Our findings shed light on the potential trade-offs of conveying the link between climate change and its impacts.,Extreme weather events and the politics of climate change attribution,2022.0,Science Advances,28,"Medicine, Political Science, Environmental Science",1,,,False
s0365_03340,"An Emergency Recovery Plan (ERP) proposed in 2020 comprises six measures intended to bend the curve of freshwater biodiversity loss, if they are widely adopted and adequately supported.",Bending the curve of global freshwater biodiversity loss: what are the prospects?,2024.0,Biological Reviews of The Cambridge Philosophical Society,61,"Medicine, Environmental Science",1,,,False
s0071_00620,Presented models are highly suited for calculating ablation in Svalbard and other areas of the Arctic.,"Energy mass balance and temperature-index melt modelling of Werenskioldbreen, Svalbard",2023.0,Polish Polar Research,3,Environmental Science,1,,,False
s0319_02881,"From the review, N _2 O emission from total arable land (in '000 ha) were analysed and estimated.",Agricultural Intensification in South Asia and Its Contribution to Greenhouse Gas Emission: A Review,2011.0,"Asian Journal of Water, Environment and Pollution",5,"Environmental Science, Environmental Science, Agricultural and Food Sciences",1,,,False
